"DateTime";"Gold/Silver"
"1693-12-31 00:00:28";14,83
"1694-12-31 00:00:28";14,87
"1695-12-31 00:00:28";15,02
"1696-12-31 00:00:28";15
"1697-12-31 00:00:28";15,2
"1698-12-31 00:00:28";15,07
"1699-12-31 00:00:28";14,94
"1700-12-31 00:00:28";14,81
"1701-12-31 00:00:28";15,07
"1702-12-31 00:00:28";15,52
"1703-12-31 00:00:28";15,17
"1704-12-31 00:00:28";15,22
"1705-12-31 00:00:28";15,11
"1706-12-31 00:00:28";15,27
"1707-12-31 00:00:28";15,44
"1708-12-31 00:00:28";15,41
"1709-12-31 00:00:28";15,31
"1710-12-31 00:00:28";15,22
"1711-12-31 00:00:28";15,29
"1712-12-31 00:00:28";15,31
"1713-12-31 00:00:28";15,24
"1714-12-31 00:00:28";15,13
"1715-12-31 00:00:28";15,11
"1716-12-31 00:00:28";15,09
"1717-12-31 00:00:28";15,13
"1718-12-31 00:00:28";15,11
"1719-12-31 00:00:28";15,09
"1720-12-31 00:00:28";15,04
"1721-12-31 00:00:28";15,05
"1722-12-31 00:00:28";15,17
"1723-12-31 00:00:28";15,2
"1724-12-31 00:00:28";15,11
"1725-12-31 00:00:28";15,11
"1726-12-31 00:00:28";15,15
"1727-12-31 00:00:28";15,24
"1728-12-31 00:00:28";15,11
"1729-12-31 00:00:28";14,92
"1730-12-31 00:00:28";14,81
"1731-12-31 00:00:28";14,94
"1732-12-31 00:00:28";15,09
"1733-12-31 00:00:28";15,18
"1734-12-31 00:00:28";15,39
"1735-12-31 00:00:28";15,41
"1736-12-31 00:00:28";15,18
"1737-12-31 00:00:28";15,02
"1738-12-31 00:00:28";14,91
"1739-12-31 00:00:28";14,91
"1740-12-31 00:00:28";14,94
"1741-12-31 00:00:28";14,92
"1742-12-31 00:00:28";14,85
"1743-12-31 00:00:28";14,85
"1744-12-31 00:00:28";14,87
"1745-12-31 00:00:28";14,98
"1746-12-31 00:00:28";15,13
"1747-12-31 00:00:28";15,26
"1748-12-31 00:00:28";15,11
"1749-12-31 00:00:28";14,8
"1750-12-31 00:00:28";14,55
"1751-12-31 00:00:28";14,39
"1752-12-31 00:00:28";14,5
"1753-12-31 00:00:28";14,54
"1754-12-31 00:00:28";14,48
"1755-12-31 00:00:28";14,68
"1756-12-31 00:00:28";14,94
"1757-12-31 00:00:28";14,87
"1758-12-31 00:00:28";14,85
"1759-12-31 00:00:28";14,15
"1760-12-31 00:00:28";14,14
"1761-12-31 00:00:28";14,54
"1762-12-31 00:00:28";15,27
"1763-12-31 00:00:28";14,99
"1764-12-31 00:00:28";14,7
"1765-12-31 00:00:28";14,83
"1766-12-31 00:00:28";14,8
"1767-12-31 00:00:28";14,85
"1768-12-31 00:00:28";14,8
"1769-12-31 00:00:28";14,72
"1770-12-31 00:00:28";14,62
"1771-12-31 00:00:28";14,66
"1772-12-31 00:00:28";14,52
"1773-12-31 00:00:28";14,62
"1774-12-31 00:00:28";14,62
"1775-12-31 00:00:28";14,72
"1776-12-31 00:00:28";14,55
"1777-12-31 00:00:28";14,54
"1778-12-31 00:00:28";14,68
"1779-12-31 00:00:28";14,8
"1780-12-31 00:00:28";14,72
"1781-12-31 00:00:28";14,78
"1782-12-31 00:00:28";14,42
"1783-12-31 00:00:28";14,48
"1784-12-31 00:00:28";14,7
"1785-12-31 00:00:28";14,92
"1786-12-31 00:00:28";14,96
"1787-12-31 00:00:28";14,92
"1788-12-31 00:00:28";14,65
"1789-12-31 00:00:28";14,75
"1790-12-31 00:00:28";15,04
"1791-12-31 00:00:28";15,05
"1792-12-31 00:00:28";15,17
"1793-12-31 00:00:28";15
"1794-12-31 00:00:28";15,37
"1795-12-31 00:00:28";15,55
"1796-12-31 00:00:28";15,65
"1797-12-31 00:00:28";15,41
"1798-12-31 00:00:28";15,59
"1799-12-31 00:00:28";15,74
"1800-12-31 00:00:28";15,68
"1801-12-31 00:00:28";15,46
"1802-12-31 00:00:28";15,26
"1803-12-31 00:00:28";15,41
"1804-12-31 00:00:28";15,41
"1805-12-31 00:00:28";15,79
"1806-12-31 00:00:28";15,52
"1807-12-31 00:00:28";15,43
"1808-12-31 00:00:28";16,08
"1809-12-31 00:00:28";15,96
"1810-12-31 00:00:28";15,77
"1811-12-31 00:00:28";15,53
"1812-12-31 00:00:28";16,11
"1813-12-31 00:00:28";16,25
"1814-12-31 00:00:28";15,04
"1815-12-31 00:00:28";15,26
"1816-12-31 00:00:28";15,28
"1817-12-31 00:00:28";15,11
"1818-12-31 00:00:28";15,35
"1819-12-31 00:00:28";15,33
"1820-12-31 00:00:28";15,62
"1821-12-31 00:00:28";15,95
"1822-12-31 00:00:28";15,8
"1823-12-31 00:00:28";15,84
"1824-12-31 00:00:28";15,82
"1825-12-31 00:00:28";15,7
"1826-12-31 00:00:28";15,76
"1827-12-31 00:00:28";15,74
"1828-12-31 00:00:28";15,78
"1829-12-31 00:00:28";15,78
"1830-12-31 00:00:28";15,82
"1831-12-31 00:00:28";15,72
"1832-12-31 00:00:28";15,73
"1833-12-31 00:00:28";15,93
"1834-12-31 00:00:28";15,73
"1835-12-31 00:00:28";15,8
"1836-12-31 00:00:28";15,72
"1837-12-31 00:00:28";15,83
"1838-12-31 00:00:28";15,85
"1839-12-31 00:00:28";15,62
"1840-12-31 00:00:28";15,62
"1841-12-31 00:00:28";15,7
"1842-12-31 00:00:28";15,87
"1843-12-31 00:00:28";15,93
"1844-12-31 00:00:28";15,85
"1845-12-31 00:00:28";15,92
"1846-12-31 00:00:28";15,9
"1847-12-31 00:00:28";15,8
"1848-12-31 00:00:28";15,85
"1849-12-31 00:00:28";15,78
"1850-12-31 00:00:28";15,7
"1851-12-31 00:00:28";15,46
"1852-12-31 00:00:28";15,59
"1853-12-31 00:00:28";15,33
"1854-12-31 00:00:28";15,33
"1855-12-31 00:00:28";15,38
"1856-12-31 00:00:28";15,38
"1857-12-31 00:00:28";15,27
"1858-12-31 00:00:28";15,38
"1859-12-31 00:00:28";15,19
"1860-12-31 00:00:28";15,29
"1861-12-31 00:00:28";15,5
"1862-12-31 00:00:28";15,35
"1863-12-31 00:00:28";15,37
"1864-12-31 00:00:28";15,37
"1865-12-31 00:00:28";15,44
"1866-12-31 00:00:28";15,43
"1867-12-31 00:00:28";15,57
"1868-12-31 00:00:28";15,59
"1869-12-31 00:00:28";15,6
"1870-12-31 00:00:28";15,57
"1871-12-31 00:00:28";15,57
"1872-12-31 00:00:28";15,63
"1873-12-31 00:00:28";15,93
"1874-12-31 00:00:28";16,16
"1875-12-31 00:00:28";16,64
"1876-12-31 00:00:28";17,75
"1877-12-31 00:00:28";17,2
"1878-12-31 00:00:28";17,92
"1879-12-31 00:00:28";18,39
"1880-12-31 00:00:28";18,05
"1881-12-31 00:00:28";18,25
"1882-12-31 00:00:28";18,2
"1883-12-31 00:00:28";18,64
"1884-12-31 00:00:28";18,61
"1885-12-31 00:00:28";19,41
"1886-12-31 00:00:28";20,78
"1887-12-31 00:00:28";21,1
"1888-12-31 00:00:28";22
"1889-12-31 00:00:28";22,1
"1890-12-31 00:00:28";19,75
"1891-12-31 00:00:28";20,92
"1892-12-31 00:00:28";23,72
"1893-12-31 00:00:00";26,49
"1894-12-31 00:00:00";32,56
"1895-12-31 00:00:00";31,6
"1896-12-31 00:00:00";30,59
"1897-12-31 00:00:00";34,2
"1898-12-31 00:00:00";35,03
"1899-12-31 00:00:00";34,36
"1900-12-31 00:00:00";33,33
"1901-12-31 00:00:00";34,68
"1902-12-31 00:00:00";39,15
"1903-12-31 00:00:00";38,1
"1904-12-31 00:00:00";35,7
"1905-12-31 00:00:00";33,87
"1906-12-31 00:00:00";30,54
"1907-12-31 00:00:00";31,24
"1908-12-31 00:00:00";38,64
"1909-12-31 00:00:00";39,74
"1910-12-31 00:00:00";38,22
"1911-12-31 00:00:00";38,33
"1912-12-31 00:00:00";33,62
"1913-12-31 00:00:00";34,19
"1914-12-31 00:00:00";37,37
"1915-12-31 00:00:00";40,48
"1916-12-31 00:00:00";30,78
"1917-12-31 00:00:00";24,61
"1918-12-31 00:00:00";21
"1919-12-31 00:00:00";18,44
"1920-12-31 00:00:00";20,28
"1921-12-31 00:00:00";32,76
"1922-12-31 00:00:00";30,43
"1923-12-31 00:00:00";31,69
"1924-12-31 00:00:00";30,8
"1925-12-31 00:00:00";29,78
"1926-12-31 00:00:00";33,11
"1927-12-31 00:00:00";36,47
"1928-12-31 00:00:00";35,34
"1929-12-31 00:00:00";38,78
"1930-12-31 00:00:00";53,74
"1931-12-31 00:00:00";71,25
"1932-12-31 00:00:00";73,29
"1933-12-31 00:00:00";69,83
"1934-12-31 00:00:00";72,36
"1935-12-31 00:00:00";54,19
"1936-12-31 00:00:00";77,09
"1937-12-31 00:00:00";77,44
"1938-12-31 00:00:00";80,39
"1939-12-31 00:00:00";88,84
"1940-12-31 00:00:00";99,76
"1941-12-31 00:00:00";99,73
"1942-12-31 00:00:00";90,57
"1943-12-31 00:00:00";77,67
"1944-12-31 00:00:00";77,67
"1945-12-31 00:00:00";67,4
"1946-12-31 00:00:00";43,67
"1947-12-31 00:00:00";48,73
"1948-12-31 00:00:00";47,07
"1949-12-31 00:00:00";48,61
"1950-12-31 00:00:00";47,14
"1951-12-31 00:00:00";39,12
"1952-12-31 00:00:00";41,16
"1953-12-31 00:00:00";41,04
"1954-12-31 00:00:00";41,01
"1955-12-31 00:00:00";39,24
"1956-12-31 00:00:00";38,5
"1957-12-31 00:00:00";38,5
"1958-12-31 00:00:00";39,27
"1959-12-31 00:00:00";38,34
"1960-12-31 00:00:00";38,27
"1961-12-31 00:00:00";37,82
"1962-12-31 00:00:00";32,22
"1963-12-31 00:00:00";27,34
"1964-12-31 00:00:00";27,04
"1965-12-31 00:00:00";27,04
"1966-12-31 00:00:00";27,04
"1967-12-31 00:00:00";22,56
"1968-01-02 00:00:00";16,189599631845375
"1968-01-03 00:00:00";15,802247191011233
"1968-01-04 00:00:00";16,186089359742056
"1968-01-05 00:00:00";16,291145108947614
"1968-01-08 00:00:00";16,245954692556634
"1968-01-09 00:00:00";16,661925082977714
"1968-01-10 00:00:00";16,85851318944844
"1968-01-11 00:00:00";16,7956064947469
"1968-01-12 00:00:00";16,539727315467797
"1968-01-15 00:00:00";16,64143803216651
"1968-01-16 00:00:00";17,008216529724503
"1968-01-17 00:00:00";17,029511369134013
"1968-01-18 00:00:00";17,103984450923225
"1968-01-19 00:00:00";16,93455245428296
"1968-01-22 00:00:00";16,853448275862068
"1968-01-23 00:00:00";16,91826923076923
"1968-01-24 00:00:00";17,054263565891475
"1968-01-25 00:00:00";17,443012884043608
"1968-01-26 00:00:00";17,013049782503625
"1968-01-29 00:00:00";17,258460029426185
"1968-01-30 00:00:00";17,429420505200593
"1968-01-31 00:00:00";17,95918367346939
"1968-02-01 00:00:00";17,644110275689222
"1968-02-02 00:00:00";17,425742574257427
"1968-02-05 00:00:00";17,595
"1968-02-06 00:00:00";18,064681724845993
"1968-02-07 00:00:00";17,91348600508906
"1968-02-08 00:00:00";17,781707933299643
"1968-02-09 00:00:00";18,163054695562437
"1968-02-12 00:00:00";18,242612752721616
"1968-02-13 00:00:00";18,299531981279248
"1968-02-14 00:00:00";18,342886920270974
"1968-02-15 00:00:00";18,15368746776689
"1968-02-16 00:00:00";17,608804402201102
"1968-02-19 00:00:00";17,87709497206704
"1968-02-20 00:00:00";17,77777777777778
"1968-02-21 00:00:00";17,339901477832516
"1968-02-22 00:00:00";17,34844751108921
"1968-02-23 00:00:00";17,451660882498764
"1968-02-26 00:00:00";17,046004842615012
"1968-02-27 00:00:00";16,722090261282663
"1968-02-28 00:00:00";16,722090261282663
"1968-02-29 00:00:00";16,89059500959693
"1968-03-01 00:00:00";16
"1968-03-04 00:00:00";16,073059360730596
"1968-03-05 00:00:00";16,087751371115175
"1968-03-06 00:00:00";16,494845360824744
"1968-03-07 00:00:00";16,080402010050253
"1968-03-08 00:00:00";15,798922800718133
"1968-03-11 00:00:00";16,0218479745107
"1968-03-12 00:00:00";15,841584158415843
"1968-03-13 00:00:00";14,852320675105485
"1968-03-14 00:00:00";14,136546184738956
"1968-04-01 00:00:00";16,821602478973
"1968-04-02 00:00:00";17,075386012715715
"1968-04-03 00:00:00";17,175398633257405
"1968-04-04 00:00:00";17,27058823529412
"1968-04-05 00:00:00";17,680608365019012
"1968-04-08 00:00:00";17,338331771321464
"1968-04-09 00:00:00";16,89342403628118
"1968-04-10 00:00:00";17,067635043123012
"1968-04-11 00:00:00";17,60758907913003
"1968-04-16 00:00:00";16,910785619174433
"1968-04-17 00:00:00";16,500217108119845
"1968-04-18 00:00:00";16,84587813620072
"1968-04-19 00:00:00";16,505918456817184
"1968-04-22 00:00:00";16,228813559322035
"1968-04-23 00:00:00";16,122881355932204
"1968-04-24 00:00:00";16,681165724227927
"1968-04-25 00:00:00";16,57279029462738
"1968-04-26 00:00:00";16,54490760636012
"1968-04-29 00:00:00";16,08931552587646
"1968-04-30 00:00:00";16,312056737588655
"1968-05-01 00:00:00";16,588884174798476
"1968-05-02 00:00:00";17,087505441880715
"1968-05-03 00:00:00";17,10583153347732
"1968-05-06 00:00:00";17,00214132762313
"1968-05-07 00:00:00";17,50556792873051
"1968-05-08 00:00:00";17,018526497199485
"1968-05-09 00:00:00";17,119448037947393
"1968-05-10 00:00:00";16,857263871241
"1968-05-13 00:00:00";16,701992369648156
"1968-05-14 00:00:00";16,64564943253468
"1968-05-15 00:00:00";16,70137442732195
"1968-05-16 00:00:00";16,612444082960554
"1968-05-17 00:00:00";16,60678642714571
"1968-05-20 00:00:00";16,759776536312852
"1968-05-21 00:00:00";16,67971808927173
"1968-05-22 00:00:00";17,105796513984597
"1968-05-23 00:00:00";16,733870967741936
"1968-05-24 00:00:00";16,679984019176988
"1968-05-27 00:00:00";16,500994035785286
"1968-05-28 00:00:00";16,706827309236946
"1968-05-29 00:00:00";17,177152317880797
"1968-05-30 00:00:00";16,85506661283811
"1968-05-31 00:00:00";16,915022150624246
"1968-06-04 00:00:00";16,982687551525146
"1968-06-05 00:00:00";17,100371747211895
"1968-06-06 00:00:00";16,80929095354523
"1968-06-07 00:00:00";16,62631154156578
"1968-06-10 00:00:00";16,90515126737531
"1968-06-11 00:00:00";16,480446927374302
"1968-06-12 00:00:00";16,343167701863354
"1968-06-13 00:00:00";16,428571428571427
"1968-06-14 00:00:00";16,308316430020287
"1968-06-17 00:00:00";16,817434210526315
"1968-06-18 00:00:00";16,742081447963802
"1968-06-19 00:00:00";16,33780584056827
"1968-06-20 00:00:00";16,63290113452188
"1968-06-21 00:00:00";16,76194365046958
"1968-06-24 00:00:00";16,53242045912203
"1968-06-25 00:00:00";16,261942675159236
"1968-06-26 00:00:00";16,425992779783392
"1968-06-27 00:00:00";16,372391653290528
"1968-06-28 00:00:00";16,366906474820148
"1968-07-01 00:00:00";16,28184713375796
"1968-07-02 00:00:00";16,585464880227367
"1968-07-03 00:00:00";16,432302129369226
"1968-07-04 00:00:00";16,50583031765179
"1968-07-05 00:00:00";16,62621359223301
"1968-07-08 00:00:00";16,81034482758621
"1968-07-09 00:00:00";17,507546356188012
"1968-07-10 00:00:00";16,60463192721257
"1968-07-11 00:00:00";16,631490080202614
"1968-07-12 00:00:00";16,638297872340427
"1968-07-15 00:00:00";16,36705685618729
"1968-07-16 00:00:00";16,546150574223734
"1968-07-17 00:00:00";16,41337386018237
"1968-07-18 00:00:00";16,949152542372882
"1968-07-19 00:00:00";16,773916773916774
"1968-07-22 00:00:00";16,863001745200698
"1968-07-23 00:00:00";16,863001745200698
"1968-07-24 00:00:00";16,83848797250859
"1968-07-25 00:00:00";17,126587823039863
"1968-07-26 00:00:00";16,96584938704028
"1968-07-29 00:00:00";17,09138840070299
"1968-07-30 00:00:00";17,49440715883669
"1968-07-31 00:00:00";17,024070021881837
"1968-08-01 00:00:00";17,438202247191008
"1968-08-02 00:00:00";17,28285077951002
"1968-08-05 00:00:00";17,699316628701595
"1968-08-06 00:00:00";17,780320366132724
"1968-08-07 00:00:00";17,596371882086167
"1968-08-08 00:00:00";17,806004618937642
"1968-08-09 00:00:00";17,85051067780873
"1968-08-12 00:00:00";18,16470588235294
"1968-08-13 00:00:00";18,77422480620155
"1968-08-14 00:00:00";17,76105791153671
"1968-08-15 00:00:00";17,663043478260867
"1968-08-16 00:00:00";17,74852473899228
"1968-08-19 00:00:00";17,975206611570247
"1968-08-20 00:00:00";17,54346856888096
"1968-08-21 00:00:00";17,28130360205832
"1968-08-22 00:00:00";17,700892857142854
"1968-08-23 00:00:00";17,43623570800352
"1968-08-26 00:00:00";17,597141581062974
"1968-08-27 00:00:00";17,66413577489951
"1968-08-28 00:00:00";17,831379621280433
"1968-08-29 00:00:00";17,75200713648528
"1968-08-30 00:00:00";17,798124162572577
"1968-09-03 00:00:00";17,84821428571428
"1968-09-04 00:00:00";17,694013303769403
"1968-09-05 00:00:00";17,56816182937555
"1968-09-06 00:00:00";17,667844522968196
"1968-09-09 00:00:00";17,83325902808738
"1968-09-10 00:00:00";18,450184501845015
"1968-09-11 00:00:00";17,79359430604982
"1968-09-12 00:00:00";18,22111010009099
"1968-09-13 00:00:00";18,037718904355636
"1968-09-16 00:00:00";18,214771182600817
"1968-09-17 00:00:00";18,200179533213642
"1968-09-18 00:00:00";18,01781737193764
"1968-09-19 00:00:00";18,170403587443946
"1968-09-20 00:00:00";18,080357142857142
"1968-09-23 00:00:00";18,11743612729718
"1968-09-24 00:00:00";18,234234234234233
"1968-09-25 00:00:00";18,19900945520036
"1968-09-26 00:00:00";18,4703196347032
"1968-09-27 00:00:00";18,318181818181817
"1968-09-30 00:00:00";18,286503915246435
"1968-10-01 00:00:00";18,50467289719626
"1968-10-02 00:00:00";18,31659493065519
"1968-10-03 00:00:00";18,562589243217516
"1968-10-04 00:00:00";18,65707434052758
"1968-10-07 00:00:00";18,94336030461685
"1968-10-08 00:00:00";19,055608820709494
"1968-10-09 00:00:00";19,112627986348123
"1968-10-10 00:00:00";19,308801591248134
"1968-10-11 00:00:00";19,121951219512198
"1968-10-14 00:00:00";19,35960591133005
"1968-10-15 00:00:00";19,68859869412356
"1968-10-16 00:00:00";20,275897969807392
"1968-10-17 00:00:00";21,281216069489687
"1968-10-18 00:00:00";21,04700854700855
"1968-10-21 00:00:00";19,82758620689655
"1968-10-22 00:00:00";20,75119872136388
"1968-10-23 00:00:00";20,369214768590744
"1968-10-24 00:00:00";20,65331928345627
"1968-10-25 00:00:00";20,543648719289074
"1968-10-28 00:00:00";20,58546785154208
"1968-10-29 00:00:00";20,081135902636916
"1968-10-30 00:00:00";20,071501532175684
"1968-10-31 00:00:00";20,279358510087945
"1968-11-01 00:00:00";20,441408302679978
"1968-11-04 00:00:00";19,99490575649516
"1968-11-05 00:00:00";19,853609288238264
"1968-11-06 00:00:00";19,829317269076306
"1968-11-07 00:00:00";20,194174757281555
"1968-11-08 00:00:00";20,030503304524657
"1968-11-11 00:00:00";19,730269730269733
"1968-11-12 00:00:00";19,75634012928891
"1968-11-13 00:00:00";19,28675400291121
"1968-11-14 00:00:00";19,212179797003383
"1968-11-15 00:00:00";19,175455417066157
"1968-11-18 00:00:00";19,02044698050404
"1968-11-19 00:00:00";19,20863309352518
"1968-11-25 00:00:00";19,144893111638954
"1968-11-26 00:00:00";20,160965794768607
"1968-11-27 00:00:00";20,703125
"1968-11-28 00:00:00";20,146612740141556
"1968-11-29 00:00:00";20,248983739837396
"1968-12-02 00:00:00";20,53525476067936
"1968-12-03 00:00:00";20,621468926553675
"1968-12-04 00:00:00";20,5183694011072
"1968-12-05 00:00:00";20,21489255372314
"1968-12-06 00:00:00";19,828009828009826
"1968-12-09 00:00:00";19,950884086444006
"1968-12-10 00:00:00";20,581983805668017
"1968-12-11 00:00:00";20,18325903912828
"1968-12-12 00:00:00";20,816532258064516
"1968-12-13 00:00:00";20,58379466532461
"1968-12-16 00:00:00";20,929519918283958
"1968-12-17 00:00:00";20,998980632008156
"1968-12-18 00:00:00";20,873253493013973
"1968-12-19 00:00:00";20,793413173652695
"1968-12-20 00:00:00";21,13140537798072
"1968-12-23 00:00:00";21,210579857578843
"1968-12-24 00:00:00";21,308124680633625
"1968-12-27 00:00:00";21,52813629323697
"1968-12-30 00:00:00";21,352313167259787
"1968-12-31 00:00:00";21,54596815613765
"1969-01-02 00:00:00";21,34831460674157
"1969-01-03 00:00:00";21,30147432638536
"1969-01-06 00:00:00";21,308316430020287
"1969-01-07 00:00:00";21,29489124936773
"1969-01-08 00:00:00";21,046108081308876
"1969-01-09 00:00:00";21,16591928251121
"1969-01-10 00:00:00";20,714985308521058
"1969-01-13 00:00:00";20,833333333333332
"1969-01-14 00:00:00";20,9176122348298
"1969-01-15 00:00:00";20,976447497546612
"1969-01-16 00:00:00";21,17005453644026
"1969-01-17 00:00:00";21,013039117352054
"1969-01-20 00:00:00";21,163490471414246
"1969-01-21 00:00:00";21,042183622828784
"1969-01-22 00:00:00";21,27872127872128
"1969-01-23 00:00:00";21,29162462159435
"1969-01-24 00:00:00";21,12676056338028
"1969-01-27 00:00:00";21,11055527763882
"1969-01-28 00:00:00";21,363865123301462
"1969-01-29 00:00:00";21,42857142857143
"1969-01-30 00:00:00";21,264367816091955
"1969-01-31 00:00:00";21,264367816091955
"1969-02-03 00:00:00";21,389028686462005
"1969-02-04 00:00:00";21,336012054244097
"1969-02-05 00:00:00";21,533030761472517
"1969-02-06 00:00:00";22,17481789802289
"1969-02-07 00:00:00";22,572944297082227
"1969-02-10 00:00:00";22,596919808815716
"1969-02-11 00:00:00";22,580987785448755
"1969-02-12 00:00:00";22,744260544580886
"1969-02-13 00:00:00";23,213311511183846
"1969-02-14 00:00:00";24,01129943502825
"1969-02-17 00:00:00";22,991913746630726
"1969-02-18 00:00:00";23,625277161862524
"1969-02-19 00:00:00";23,31875341716785
"1969-02-20 00:00:00";23,11448724905046
"1969-02-21 00:00:00";23,302351011481683
"1969-02-24 00:00:00";23,295144571740316
"1969-02-25 00:00:00";23,666112035496393
"1969-02-26 00:00:00";23,735408560311285
"1969-02-27 00:00:00";23,309705561613956
"1969-02-28 00:00:00";23,435616438356167
"1969-03-03 00:00:00";23,553719008264462
"1969-03-04 00:00:00";23,78964941569282
"1969-03-05 00:00:00";23,039742212674543
"1969-03-06 00:00:00";22,932131495227996
"1969-03-07 00:00:00";22,649350649350648
"1969-03-10 00:00:00";23,014203051025774
"1969-03-11 00:00:00";23,044172432144755
"1969-03-12 00:00:00";23,46972176759411
"1969-03-13 00:00:00";23,062533404596472
"1969-03-14 00:00:00";23,420479302832245
"1969-03-17 00:00:00";23,495357728017478
"1969-03-18 00:00:00";23,634859349145064
"1969-03-19 00:00:00";23,61842105263158
"1969-03-20 00:00:00";23,78378378378378
"1969-03-21 00:00:00";23,55155482815057
"1969-03-24 00:00:00";23,429035752979416
"1969-03-25 00:00:00";23,68995633187773
"1969-03-26 00:00:00";23,818681318681318
"1969-03-27 00:00:00";23,96912899669239
"1969-03-28 00:00:00";23,661202185792348
"1969-03-31 00:00:00";23,616438356164384
"1969-04-01 00:00:00";23,759647188533627
"1969-04-02 00:00:00";24,068927181767645
"1969-04-03 00:00:00";23,623978201634877
"1969-04-08 00:00:00";23,74041621029573
"1969-04-09 00:00:00";24,07325194228635
"1969-04-10 00:00:00";23,92502756339581
"1969-04-11 00:00:00";24,069961132704055
"1969-04-14 00:00:00";24,03888888888889
"1969-04-15 00:00:00";23,87312186978297
"1969-04-16 00:00:00";23,973288814691152
"1969-04-17 00:00:00";23,92363032650802
"1969-04-18 00:00:00";23,973362930077695
"1969-04-21 00:00:00";24
"1969-04-22 00:00:00";24,389830508474578
"1969-04-23 00:00:00";24,313725490196077
"1969-04-24 00:00:00";24,14620535714286
"1969-04-25 00:00:00";24,27048260381594
"1969-04-28 00:00:00";24,06077348066298
"1969-04-29 00:00:00";24,27536231884058
"1969-04-30 00:00:00";24,54954954954955
"1969-05-01 00:00:00";24,521934758155233
"1969-05-02 00:00:00";24,53573438379291
"1969-05-05 00:00:00";24,57885811192764
"1969-05-06 00:00:00";24,687144482366325
"1969-05-07 00:00:00";24,06198118428334
"1969-05-08 00:00:00";23,645720476706394
"1969-05-09 00:00:00";23,995597138139793
"1969-05-12 00:00:00";24,206128133704738
"1969-05-13 00:00:00";24,871355060034304
"1969-05-14 00:00:00";24,493243243243242
"1969-05-15 00:00:00";24,701873935264057
"1969-05-16 00:00:00";24,42448062886019
"1969-05-19 00:00:00";24,690516751845543
"1969-05-20 00:00:00";24,842767295597483
"1969-05-21 00:00:00";24,684479818078454
"1969-05-22 00:00:00";24,81439177612793
"1969-05-23 00:00:00";24,744027303754265
"1969-05-27 00:00:00";24,39708356702187
"1969-05-28 00:00:00";24,56140350877193
"1969-05-29 00:00:00";24,32523997741389
"1969-05-30 00:00:00";24,351015801354404
"1969-06-02 00:00:00";24,224478285391992
"1969-06-03 00:00:00";23,773265651438237
"1969-06-04 00:00:00";23,936291240045506
"1969-06-05 00:00:00";23,272933182332956
"1969-06-06 00:00:00";23,299028016009146
"1969-06-09 00:00:00";23,635307781649246
"1969-06-10 00:00:00";24,884410195613516
"1969-06-11 00:00:00";24,821852731591445
"1969-06-12 00:00:00";24,65875370919881
"1969-06-13 00:00:00";24,644128113879002
"1969-06-16 00:00:00";24,568195354377604
"1969-06-17 00:00:00";26,051475204017574
"1969-06-18 00:00:00";26,235741444866918
"1969-06-19 00:00:00";25,85776668746101
"1969-06-20 00:00:00";25,46068796068796
"1969-06-23 00:00:00";26,32822477650064
"1969-06-24 00:00:00";26,01010101010101
"1969-06-25 00:00:00";25,77189666036547
"1969-06-26 00:00:00";25,95313489550348
"1969-06-27 00:00:00";26,363053239255933
"1969-06-30 00:00:00";26,361892583120202
"1969-07-01 00:00:00";25,768025078369906
"1969-07-02 00:00:00";26,27388535031847
"1969-07-03 00:00:00";26,389065479974565
"1969-07-04 00:00:00";26,133501259445843
"1969-07-07 00:00:00";26,19824341279799
"1969-07-08 00:00:00";26,10043397396156
"1969-07-09 00:00:00";25,896168108776266
"1969-07-10 00:00:00";25,195429945880935
"1969-07-11 00:00:00";25,68976088289393
"1969-07-14 00:00:00";25,39346246973366
"1969-07-15 00:00:00";24,9554367201426
"1969-07-16 00:00:00";25,10485320551228
"1969-07-17 00:00:00";25,6601466992665
"1969-07-18 00:00:00";25,347852389594674
"1969-07-21 00:00:00";25,17985611510791
"1969-07-22 00:00:00";25,044776119402986
"1969-07-23 00:00:00";25,228915662650603
"1969-07-24 00:00:00";25,502130249543516
"1969-07-25 00:00:00";25,440729483282677
"1969-07-28 00:00:00";25,238959467634604
"1969-07-29 00:00:00";25,595311536088836
"1969-07-30 00:00:00";25,57953144266338
"1969-07-31 00:00:00";25,445058317986497
"1969-08-01 00:00:00";25,64436183395291
"1969-08-04 00:00:00";25,602968460111317
"1969-08-05 00:00:00";25,734834271419636
"1969-08-06 00:00:00";25,46468401486989
"1969-08-07 00:00:00";25,415117719950434
"1969-08-08 00:00:00";25,338669950738915
"1969-08-11 00:00:00";24,526627218934912
"1969-08-12 00:00:00";24,9093107617896
"1969-08-13 00:00:00";24,53731343283582
"1969-08-14 00:00:00";24,24135910954892
"1969-08-15 00:00:00";24,233490566037737
"1969-08-18 00:00:00";24,523809523809526
"1969-08-19 00:00:00";24,78601567209162
"1969-08-20 00:00:00";24,377224199288257
"1969-08-21 00:00:00";24,5400238948626
"1969-08-22 00:00:00";24,390968508615565
"1969-08-25 00:00:00";24,49223416965352
"1969-08-26 00:00:00";24,59410703547805
"1969-08-27 00:00:00";24,44710101613867
"1969-08-28 00:00:00";24,609375
"1969-08-29 00:00:00";24,462365591397848
"1969-09-02 00:00:00";24,16469194312796
"1969-09-03 00:00:00";23,91202346041056
